anno_idx,imdbid,text_gt,text_gt_wo_char,gt_action
2565,tt1256021,Now Sheldon.,Now he.,"['He.', '']"
2566,tt1256021,David approaches Leonard.,He approaches him.,['He approaches him.']
2567,tt1256021,They shake hands.,They shake hands.,['They shake hands.']
2568,tt1256021,Leonard turns to his friends who stare at him.,He turns to his friends who stare at him.,"['He turns to his friends.', 'His friends stare at him.']"
2569,tt1256021,"Nearby, Sheldon sits on the living room sofa and rubs powder on his hands.","Nearby, he sits on the living room sofa and rubs powder on his hands.","['He sits on the living room sofa.', 'He rubs powder on his hands.']"
2570,tt1256021,"As Howard swings his remote to bowl, Leonard walks in.","As he swings his remote to bowl, he walks in.","['He swings his remote to bowl.', 'He walks in.']"
2571,tt1256021,Howard rolls a gutter ball.,He rolls a gutter ball.,['He rolls a gutter ball.']
2572,tt1256021,Leonard sits in an armchair.,He sits in an armchair.,['He sits in an armchair.']
2573,tt1256021,He stands.,He stands.,['He stands.']
2574,tt1256021,Leonard hurries into his bedroom.,He hurries into his bedroom.,['He hurries into his bedroom.']
2575,tt1256021,Howard leans toward Raj.,He leans toward him.,['He leans toward him.']
2576,tt1256021,Penny rolls her eyes.,She rolls her eyes.,['She rolls her eyes.']
2577,tt1256021,Raj whispers to Howard.,He whispers to him.,['He whispers to him.']
2578,tt1256021,David shakes Penny's hand.,He shakes her hand.,['He shakes her hand.']
2579,tt1256021,They help Leonard upstairs.,They help him upstairs.,"['They help him.', 'They help him upstairs.']"
2580,tt1256021,They stop on the fourth floor.,They stop on the fourth floor.,['They stop on the fourth floor.']
2581,tt1256021,Penny returns wearing a leather jacket.,She returns wearing a leather jacket.,['She returns wearing a leather jacket.']
2582,tt1256021,David and Penny walk downstairs.,They walk downstairs.,['They walk downstairs.']
2583,tt1256021,"As Sheldon opens the door, Leonard falls into the living room.","As he opens the door, he falls into the living room.","['He opens the door.', 'He falls into the living room.']"
2584,tt1256021,Sheldon glances into the hallway.,He glances into the hallway.,['He glances into the hallway.']
2585,tt1256021,"In a store at the mall, Howard and Raj stand nearby while Sheldon surveys a variety of lotions and soaps.","In a store at the mall, they stand nearby while he surveys a variety of lotions and soaps.","['In a store at the mall, they stand nearby.', 'He surveys a variety of lotions and soaps.']"
2586,tt1256021,She hands the basket back to Sheldon.,She hands the basket back to him.,['She hands the basket back to him.']
2587,tt1256021,"In the university cafeteria, David and Penny sit at a table.","In the university cafeteria, they sit at a table.",['They sit at a table.']
2588,tt1256021,Leonard walks in.,He walks in.,['He walks in.']
2589,tt1256021,David glances at Leonard's hand as Leonard pats David's shoulder.,He glances at his hand as he pats him on the shoulder.,"['He glances at his hand.', 'He pats him on the shoulder.']"
2590,tt1256021,David and Penny leave.,They leave.,['They leave.']
2591,tt1256021,"Later, Leonard lies on the living room sofa.","Later, he lies on the living room sofa.",['He lies on the living room sofa.']
2592,tt1256021,Sheldon follows them with an ice cream cone in the small gift basket.,He follows them with an ice cream cone in the small gift basket.,['He follows them with an ice cream cone in the small gift basket.']
2593,tt1256021,Sheldon takes a bite of ice cream.,He takes a bite of ice cream.,['He takes a bite of ice cream.']
2594,tt1256021,"Meanwhile, on her living room sofa, Penny pours liquor into a carton of eggnog, then drinks from it.","Meanwhile, on her living room sofa, he pours liquor into a carton of eggnog, then drinks from it.","['Meanwhile, on her living room sofa, he pours liquor into a carton of eggnog.', 'He drinks from it.']"
2595,tt1256021,Leonard walks in.,He walks in.,['He walks in.']
2596,tt1256021,Leonard drinks from the carton.,He drinks from the carton.,['He drinks from the carton.']
2597,tt1256021,Penny drinks from the carton.,She drinks from the carton.,['She drinks from the carton.']
2598,tt1256021,Penny sets the carton down.,She sets the carton down.,['She sets the carton down.']
2599,tt1256021,She kisses Leonard's cheek and lays her head on his shoulder.,She kisses his cheek and lays her head on his shoulder.,"['She kisses his cheek.', 'She lays her head on his shoulder.']"
2600,tt1256021,Penny smiles.,She smiles.,['She smiles.']
2601,tt1256021,Sheldon steps into the living room.,He steps into the living room.,['He steps into the living room.']
2602,tt1256021,A napkin.,A napkin.,['A napkin.']
2603,tt1256021,Turn it over.,Turn it over.,['He turns it over.']
2604,tt1256021,"Sheldon turns the napkin over, then lowers himself onto the arm of the nearby chair.","He turns the napkin over, then lowers himself onto the arm of the nearby chair.","['He turns the napkin over.', 'He lowers himself onto the arm of the nearby chair.']"
2605,tt1256021,Sheldon springs up from the chair and stares at the napkin.,He springs up from the chair and stares at the napkin.,"['He springs up from the chair.', 'He stares at the napkin.']"
2606,tt1256021,Penny unwraps a gift.,She unwraps a gift.,['She unwraps a gift.']
2607,tt1256021,Leonard grins at Penny.,He grins at her.,['He grins at her.']
2608,tt1256021,Penny smiles.,She smiles.,['She smiles.']
2609,tt1256021,Sheldon returns with all of the gift baskets and drops them on the floor.,He returns with all of the gift baskets and drops them on the floor.,"['He returns with all of the gift baskets.', 'He drops them on the floor.']"
2610,tt1256022,Howard aims a remote device at Monty.,He aims a remote device at him.,['He aims a remote device at him.']
2611,tt1256022,A red saw blade on the robot spins.,A red saw blade on it spins.,['A red saw blade on it spins.']
2612,tt1256022,"Monty rolls across the wooden floor, then saws the toaster oven in half.","He rolls across the wooden floor, then saws the toaster oven in half.","['He rolls across the wooden floor.', 'He saws the toaster oven in half.']"
2613,tt1256022,Sparks fly as Monty continually cuts into the toaster oven with its rotating blade.,Sparks fly as he continually cuts into the toaster oven with its rotating blade.,"['Sparks fly as he continually cuts into the toaster oven.', 'Its rotating blade is inside.']"
2614,tt1256022,Pieces of the oven fall to the floor.,Pieces of the oven fall to the floor.,['Pieces of the oven fall to the floor.']
2615,tt1256022,"Monty backs up, then saws through the front of the oven.","He backs up, then saws through the front of the oven.","['He backs up.', 'He saws through the front of the oven.']"
2616,tt1256022,The friends gaze at the robot.,They gaze at the robot.,['They gaze at the robot.']
2617,tt1256022,"Talking on a phone, Penny is sent a staircase.","Talking on a phone, she is sent a staircase.","['She is sent a staircase.', 'She is talking on a phone.']"
2618,tt1256022,Monty bursts through the door.,He bursts through the door.,['He bursts through the door.']
2619,tt1256022,They all follow.,They all follow.,['They all follow.']
2620,tt1256022,He peers at Penny as he slowly raises his hand.,He peers at her as he slowly raises his hand.,"['He peers at her.', 'He slowly raises his hand.']"
2621,tt1256022,"As the others watch, Howard takes off his thick glasses.","As the others watch, he takes off his thick glasses.",['He takes off his thick glasses.']
2622,tt1256022,"Howard folds his glasses, then steps toward the door.","He folds his glasses, then steps toward the door.","['He folds his glasses.', 'He steps toward the door.']"
2623,tt1256022,Howard leaves.,He leaves.,['He leaves.']
2624,tt1256022,Raj whispers in Leonard's ear.,He whispers in his ear.,['He whispers in his ear.']
2625,tt1256022,Leonard hangs up.,He hangs up.,['He hangs up.']
2626,tt1256022,A dark-haired man.,He,['He']
2627,tt1256022,"Setting down his napkin, Sheldon stands.","Setting down his napkin, he stands.","['Setting down his napkin.', 'He stands.']"
2628,tt1256022,"Sheldon gazes at Leonard, who furrows his brow.","He gazes at him, who furrows his brow.","['He gazes at him.', 'He furrows his brow.']"
2629,tt1256022,Kripke leaves.,He leaves.,['He leaves.']
2630,tt1256022,Leonard and Sheldon peer at Raj.,He and he peer at him.,['He and he peer at him.']
2631,tt1256022,"Later, Leonard knocks on Penny's door.","Later, he knocks on her door.",['He knocks on her door.']
2632,tt1256022,Leonard steps toward the door then stops.,He steps toward the door then stops.,"['He steps toward the door.', 'He stops.']"
2633,tt1256022,Howard sits in his room.,He sits in his room.,['He sits in his room.']
2634,tt1256022,Penny steps toward Howard.,He steps toward him.,['He steps toward him.']
2635,tt1256022,Howard steps toward the door.,He steps toward the door.,['He steps toward the door.']
2636,tt1256022,Howard shuts the door.,He shuts the door.,['He shuts the door.']
2637,tt1256022,She walks back in.,She walks back in.,['She walks back in.']
2638,tt1256022,"They jerk back, their mouths open.","They jerk back, their mouths open.","['They jerk back.', 'Their mouths open.']"
2639,tt1256022,Like a six-month chipmunk.,Like a six-month chipmunk.,['Like a six-month chipmunk.']
2640,tt1256022,"Penny peers at Howard, then looks away.","She peers at him, then looks away.","['She peers at him.', 'She looks away.']"
2641,tt1256022,"Turning to Penny, Howard smiles.",He smiles.,['He smiles.']
2642,tt1256022,Penny smiles back.,She smiles back.,['She smiles back.']
2643,tt1256022,Howard gazes at Penny.,He gazes at her.,['He gazes at her.']
2644,tt1256022,"In slow motion, he opens his mouth as he leans toward her.","In slow motion, he opens his mouth as he leans toward her.","['He opens his mouth in slow motion.', 'He leans toward her in slow motion.']"
2645,tt1256022,Penny's eyes widen as she gapes.,Her eyes widen as she gapes.,"['Her eyes widen.', 'She gapes.']"
2646,tt1256022,Penny punches Howard.,He punches him.,['He punches him.']
2647,tt1256022,"In a lab, Leonard and Kripke crouch by Kripke's robot.","In a lab, he and he crouch by his robot.","['In a lab, he and he crouch by his robot.']"
2648,tt1256022,Leonard shakes his head.,He shakes his head.,['He shakes his head.']
2649,tt1256022,They all step behind a counter.,They all step behind a counter.,['They all step behind a counter.']
2650,tt1256022,Kripke and Sheldon operate remotes.,They operate remotes.,['They operate remotes.']
2651,tt1256022,The two robots roll toward each other.,They roll toward each other.,['They roll toward each other.']
2652,tt1256022,Monty stands out of its reach.,He stands out of its reach.,['He stands out of its reach.']
2653,tt1256022,Monty turns and knocks a door from its hinges.,He turns and knocks a door from its hinges.,"['He turns.', 'He knocks a door from its hinges.']"
2654,tt1256022,Kripke's robot follows.,It follows.,['It follows.']
2655,tt1256022,"Sheldon and Kripke run after the robots, which race down the hallway.","They run after the robots, which race down the hallway.","['They run after the robots.', 'The robots race down the hallway.']"
2656,tt1256022,Howard and Penny rush in.,They rush in.,['They rush in.']
2657,tt1256022,A bandage covers Howard's nose.,A bandage covers his nose.,['A bandage covers his nose.']
2658,tt1256023,Kripke rolls his eyes and walks out.,He rolls his eyes and walks out.,"['He rolls his eyes.', 'He walks out.']"
2659,tt1256023,"In the kitchen, Sheldon makes tea as he talks on his cell phone.","In the kitchen, he makes tea as he talks on his cell phone.","['He makes tea.', 'He talks on his cell phone.']"
2660,tt1256023,He hangs up.,He hangs up.,['He hangs up.']
2661,tt1256023,Penny stares at Sheldon.,He stares at her.,['He stares at her.']
2662,tt1256023,Penny opens the door.,She opens the door.,['She opens the door.']
2663,tt1256023,He hands her papers.,He hands her papers.,['He hands her papers.']
2664,tt1256023,She studies the papers.,She studies the papers.,['She studies the papers.']
2665,tt1256023,"Next, in his living room, he reads questionnaire answers while Leonard works at his desk.","Next, in his living room, he reads questionnaire answers while he works at his desk.","['He reads questionnaire answers.', 'He works at his desk.']"
