index,text_gt,text_gt_wo_char
37253,He shakes Kate's hand with his left hand as they both smile.,He shakes her hand with his left hand as they both smile.
37255,Cut to Hurley running over to Jack's shelter.,Cut to he running over to his shelter.
37256,Hurley finds Jack tending to the marshal.,He finds him tending to the marshal.
37258,Jack nods.,He nods.
37259,They turn and walk away as Hurley and Shannon stare at them from a distance.,They turn and walk away as they stare at them from a distance.
37261,Jack and Kate stop near the breaking waves.,They stop near the breaking waves.
37262,Kate swallows.,She swallows.
37263,Jack looks around him.,He looks around him.
37264,Jack licks his lips and drops his head.,He licks his lips and drops his head.
37266,Kate shakes her head.,She shakes her head.
37267,Jack turns up to look at her.,He turns up to look at her.
37268,"Jack nods as he looks down, then looks to Kate.","He nods as he looks down, then looks to her."
37270,She clenches her jaw.,She clenches her jaw.
37271,"Nearby, the curtain from Jack's shelter is blowing in the wind.","Nearby, the curtain from his shelter is blowing in the wind."
37273,"Kate looks at the shelter, then turns to Jack.","She looks at the shelter, then turns to him."
37275,She gestures with her head as Jack nods.,She gestures with her head as he nods.
37277,Kate looks down as Jack stares at her.,He looks down as he stares at her.
37280,Sun approaches her husband.,He approaches her.
37281,Subtitles appear.,Subtitles appear.
37282,Sun turns as her husband stands.,He turns as he stands.
37283,He rubs dirt off her cheek.,He rubs dirt off her cheek.
37284,Go wash up.,Go wash up.
37285,Sun drops her head as she holds her cheek.,She drops her head as she holds her cheek.
37287,"She gives him a look, then turns away.","She gives him a look, then turns away."
37289,Charlie puts the suitcases on the ground.,He puts the suitcases on the ground.
37290,Charlie wipes his nose.,He wipes his nose.
37291,Cut to Hurley exiting Jack's shelter.,Cut to him exiting his shelter.
37292,He's carrying bottles as he bumps into Kate.,He's carrying bottles as he bumps into her.
37294,Hurley shakes Kate's hand.,He shakes her hand.
37295,Kate smiles at Hurley as he stares with his mouth open.,She smiles at him as he stares with his mouth open.
37297,Hurley sees the gun tucked in Kate's pants as she turns in the direction he pointed.,He sees the gun tucked in her pants as he turns in the direction he pointed.
37298,"Hurley scurries away, glancing back at Kate as she stares at him.","He scurries away, glancing back at her as she stares at him."
37301,Cut to Saeed helping a group.,Cut to him helping a group.
37303,Others are taking shelter from the rain.,Others are taking shelter from the rain.
37304,"The marshal sleeps facing upward, protected from the rain inside the shelter Jack made.","The marshal sleeps facing upward, protected from the rain inside the shelter he made."
37306,Kate creeps over him.,She creeps over him.
37307,She hovers closely over his face.,She hovers closely over his face.
37308,"Kate is inside a small pantry, moving a wooden panel out of the way as she looks over her shoulder.","She is inside a small pantry, moving a wooden panel out of the way as she looks over her shoulder."
37311,The grizzled man nods.,He nods.
37312,Kate stops at the door and smiles.,She stops at the door and smiles.
37314,She takes off her backpack.,She takes off her backpack.
37316,Cut to Kate hovering over the sleeping Marshall.,Cut to her hovering over the sleeping him.
37317,"He suddenly opens his eyes, grabs Kate, and throttles her.","He suddenly opens his eyes, grabs her, and throttles her."
37320,She struggles as the Marshall wrestles her to the ground.,She struggles as he wrestles her to the ground.
37322,Jack pulls the marshal off as he starts convulsing.,He pulls him off as he starts convulsing.
37324,Kate is on her knees.,He is on his knees.
37325,"The marshal stops convulsing and lies on his back, eyes closed.","He lies on his back, eyes closed."
37327,Jack turns to her.,He turns to her.
37328,They both kneel on opposite sides of the marshal.,They both kneel on opposite sides of him.
37331,Jack stands and exits the shelter.,He stands and exits the shelter.
37333,Kate follows him outside.,She follows him outside.
37334,Jack stops and turns to her.,He stops and turns to her.
37336,"Jack dunks a bottle into an improvised trough made with a plastic sheet, collecting rainwater.","He dunks a bottle into an improvised trough made with a plastic sheet, collecting rainwater."
37339,He walks right up to Kate's face.,He walks right up to her face.
37340,"Jack walks away as Kate stands in place, breathing heavily.","He walks away as she stands in place, breathing heavily."
37343,She closes her eyes and shakes her head.,She closes her eyes and shakes her head.
37345,He stops in his tracks and stares at the rustling grass.,He stops in his tracks and stares at the rustling grass.
37347,The grass is high enough to cover a man.,The grass is high enough to cover him.
37348,"The man shifts his gaze back and forth, darting to wherever he hears noise coming from He turns and runs away, making his way through the tall grass, jumping over obstacles.","He shifts his gaze back and forth, darting to wherever he hears noise coming from He turns and runs away, making his way through the tall grass, jumping over obstacles."
37353,He steps slowly toward her as he picks up her shirt and hands it to her.,He steps slowly toward her as he picks up her shirt and hands it to her.
37356,She grabs the shirt while still covering her breasts.,She grabs the shirt while still covering her breasts.
37358,Cut to Jack's shelter.,Cut to his shelter.
37359,The marshal lies on his back with his eyes closed.,He lies on his back with his eyes closed.
37361,"Charlie approaches Locke who sits close to the shelter, turning at the sound of the marshal's screams.","He approaches him who sits close to the shelter, turning at the sound of the marshal's screams."
37363,Charlie sits down next to Locke.,He sits down next to him.
37365,He turns to Charlie as he sits.,He turns to him as he sits.
37367,Locke scratches his head.,He scratches his head.
37368,Locke continues to whittle.,He continues to whittle.
37369,Charlie bites his lip as Locke is focused on his work.,He bites his lip as he is focused on his work.
37371,Charlie turns to face the shelter.,He turns to face the shelter.
37372,"At the camp, people react to the marshal's cries.","At the camp, they react to his cries."
37374,Shannon makes her way toward Boone.,He makes his way toward her.
37375,Sayid approaches Jack who fills water bottles at a trough.,He approaches him who fills water bottles at a trough.
37377,Jack turns to Saeed.,He turns to him.
37379,"Jack gives Saeed a look, then continues forward.","He gives him a look, then continues forward."
37381,Cut to Kate piling small branches into a cone.,Cut to her piling small branches into a cone.
37382,She's a few dozen yards away from Jack's shelter.,She's a few dozen yards away from his shelter.
37383,"She stands, reaches into her pocket and then squats on the other side of the sticks.","She stands, reaches into her pocket and then squats on the other side of the sticks."
37386,She pulls out an empty matchbook and sighs.,She pulls out an empty matchbook and sighs.
37388,A lighter is lit next to her.,A lighter is lit next to her.
37389,"Kate struggles to drag Ray out of the co-pilot's door, dropping him onto the ground.","She struggles to drag him out of the co-pilot's door, dropping him onto the ground."
37391,She grabs him under the shoulder and tries to drag him away.,She grabs him under the shoulder and tries to drag him away.
37393,Kate leans back.,She leans back.
37394,Her expression changes as she looks away.,Her expression changes as she looks away.
37396,"She looks at him and pouts, tears forming in her eyes.","She looks at him and pouts, tears forming in her eyes."
37399,She nods as he stares at her.,She nods as he stares at her.
37400,Her eyes open wide as she looks at the man.,Her eyes open wide as she looks at him.
37402,"Cut to Jack standing outside the shelter, looking into the distance.","Cut to him standing outside the shelter, looking into the distance."
37404,Hurley arrives and stands next to him.,He arrives and stands next to him.
37406,"Jack turns quickly to Hurley, then sighs and smiles.","He turns quickly to him, then sighs and smiles."
